episode,inflow_prob,Vehicles_A,reward_A,Vehicle_B,reward_B,vehicles_C,reward_C,vehicles_I,reward_I,time
1120,0.55,19,-4.59,21,34.24,11,10.97,30,-100.0,-5804.62,27
1125,0.58,30,-73.0,3,-2.0,12,11.93,7,-0.0,-5512.04,19
1130,0.52,24,7.22,0,22.0,8,8.0,30,-100.0,-5610.97,21
1135,0.7,24,-3.78,11,32.97,8,8.0,30,-100.0,-5778.49,10
1140,0.69,23,-4.94,16,42.35,3,3.0,30,-100.0,-5761.88,15
1145,0.44,30,-70.0,0,24.0,2,2.0,26,-31.83,-5565.54,22
1150,0.68,30,-89.0,19,9.41,26,-5.83,19,-2.59,-6018.78,22
1155,0.42,17,14.94,1,18.0,13,12.88,30,-100.0,-5624.61,21
1160,0.54,30,-80.0,10,28.98,1,1.0,20,-3.9,-5590.33,17
1165,0.46,30,-70.0,0,29.0,0,0.0,29,-76.25,-5570.43,18
1170,0.41,19,-1.59,18,-13.68,30,-70.0,0,-0.0,-5609.69,33
1175,0.67,24,7.22,0,14.0,16,15.35,30,-100.0,-5649.09,18
1180,0.41,30,-70.0,0,9.0,8,8.0,17,-1.06,-5521.96,29
1185,0.55,27,-27.05,11,40.97,0,0.0,30,-100.0,-5760.79,15
1190,0.51,22,13.64,0,22.0,8,8.0,30,-100.0,-5565.12,24
1195,0.62,30,-70.0,0,21.0,9,8.99,30,-100.0,-5731.16,19
1200,0.61,25,1.74,0,21.0,9,8.99,30,-100.0,-5648.26,15
1205,0.45,17,15.94,0,19.0,11,10.97,30,-100.0,-5533.81,25
1210,0.62,0,-30.0,30,-51.0,9,8.99,28,-57.58,-5736.43,15
1215,0.55,30,-78.0,8,24.0,14,13.78,30,-100.0,-5926.77,28
1220,0.63,30,-70.0,0,27.0,3,3.0,30,-100.0,-5700.05,14
1225,0.45,30,-77.0,7,-3.0,20,16.1,10,-0.02,-5612.34,29
1230,0.76,25,-4.26,6,21.0,15,14.61,30,-100.0,-5761.2,14
1235,0.56,30,-92.0,22,12.64,25,1.74,24,-16.78,-6101.07,33
1240,0.79,30,-70.0,0,20.0,5,5.0,25,-23.26,-5533.01,14
1245,0.73,30,-70.0,0,13.0,7,7.0,20,-3.9,-5484.24,18
1250,0.54,30,-70.0,0,12.0,11,10.97,23,-11.94,-5570.97,19
1255,0.49,30,-70.0,0,-18.0,28,-29.58,10,-0.02,-5698.34,29
1260,0.42,25,1.74,0,11.0,19,16.41,30,-100.0,-5729.42,39
1265,0.69,25,-6.26,8,32.0,6,6.0,30,-100.0,-5641.41,11
1270,0.63,30,-82.0,12,7.93,22,13.64,18,-1.68,-5848.59,20
1275,0.65,30,-74.0,4,22.0,7,7.0,25,-23.26,-5662.44,17
1280,0.74,30,-74.0,4,15.0,7,7.0,18,-1.68,-5588.87,9
1285,0.43,30,-73.0,3,-25.0,29,-47.25,1,-0.0,-5703.29,24
1290,0.52,13,1.88,11,28.97,12,11.93,30,-100.0,-5597.38,19
1295,0.77,30,-70.0,0,27.0,0,0.0,27,-43.05,-5630.39,14
1300,0.5,19,9.41,7,21.0,16,15.35,30,-100.0,-5731.18,22
1305,0.75,23,-3.94,15,41.61,3,3.0,30,-100.0,-5679.19,14
1310,0.47,20,16.1,0,-1.0,30,-70.0,29,-76.25,-5933.31,35
1315,0.51,30,-71.0,1,9.0,15,14.61,23,-11.94,-5738.48,12
1320,0.7,30,-70.0,0,16.0,14,13.78,30,-100.0,-5836.8,16
1325,0.63,21,4.24,11,40.97,0,0.0,30,-100.0,-5542.95,11
1330,0.58,20,15.1,1,1.0,30,-70.0,30,-100.0,-5942.9,25
1335,0.47,30,-70.0,0,14.0,8,8.0,22,-8.36,-5597.12,21
1340,0.61,28,-45.58,16,42.35,3,3.0,30,-100.0,-5775.26,19
1345,0.53,12,4.93,7,33.0,4,4.0,30,-100.0,-5443.91,10
1350,0.74,26,-5.83,0,19.0,11,10.97,30,-100.0,-5698.28,14
1355,0.54,30,-70.0,0,28.0,0,0.0,28,-57.58,-5541.3,15
1360,0.42,9,4.99,4,-9.0,30,-70.0,17,-1.06,-5609.83,28
1365,0.58,25,-11.26,13,30.88,12,11.93,30,-100.0,-5807.86,26
1370,0.73,16,13.35,2,31.0,1,1.0,30,-100.0,-5399.65,12
1375,0.74,16,4.35,11,40.97,0,0.0,30,-100.0,-5485.0,11
1380,0.63,30,-75.0,5,15.0,10,9.98,20,-3.9,-5627.96,19
1385,0.54,20,-13.9,30,-63.0,17,15.94,24,-16.78,-5929.05,31
1390,0.46,3,-1.0,4,-2.0,30,-70.0,24,-16.78,-5566.2,19
1395,0.44,30,-70.0,0,19.0,9,8.99,28,-57.58,-5666.01,38
1400,0.51,18,16.32,0,20.0,10,9.98,30,-100.0,-5515.41,26
1405,0.41,30,-71.0,1,11.0,3,3.0,13,-0.12,-5379.34,26
1410,0.52,30,-74.0,4,-12.0,29,-47.25,13,-0.12,-5847.92,26
1415,0.67,30,-73.0,3,4.0,8,8.0,9,-0.01,-5492.56,21
1420,0.78,30,-75.0,5,-1.0,25,1.74,19,-2.59,-5829.01,19
1425,0.76,30,-72.0,2,28.0,4,4.0,30,-100.0,-5732.19,18
1430,0.67,30,-71.0,1,8.0,8,8.0,15,-0.39,-5452.21,12
1435,0.6,30,-70.0,0,0.0,22,13.64,22,-8.36,-5745.3,19
1440,0.68,30,-75.0,5,-5.0,16,15.35,6,-0.0,-5517.0,22
1445,0.6,30,-77.0,7,-7.0,26,-5.83,12,-0.07,-5777.41,28
1450,0.47,10,-4.02,14,1.78,30,-70.0,18,-1.68,-5676.64,42
1455,0.47,9,-11.01,20,-7.9,30,-70.0,6,-0.0,-5604.96,28
1460,0.44,30,-70.0,0,14.0,4,4.0,18,-1.68,-5436.66,19
1465,0.74,27,-27.05,11,5.97,30,-70.0,25,-23.26,-6023.16,26
1470,0.74,26,-17.83,12,20.93,21,15.24,30,-100.0,-6005.22,26
1475,0.55,16,15.35,0,13.0,17,15.94,30,-100.0,-5615.76,33
1480,0.49,30,-70.0,0,19.0,1,1.0,20,-3.9,-5420.11,30
1485,0.47,12,-7.07,19,36.41,10,9.98,30,-100.0,-5656.34,27
1490,0.69,25,-4.26,6,29.0,7,7.0,30,-100.0,-5725.0,20
1495,0.61,13,-17.12,30,-46.0,1,1.0,25,-23.26,-5603.28,25
1500,0.42,19,11.41,5,-11.0,30,-70.0,14,-0.22,-5658.56,24
1505,0.77,30,-70.0,0,16.0,4,4.0,20,-3.9,-5458.72,14
1510,0.72,30,-71.0,1,6.0,16,15.35,21,-5.76,-5718.16,16
1515,0.77,30,-70.0,0,24.0,3,3.0,27,-43.05,-5556.8,14
1520,0.63,30,-79.0,9,16.99,12,11.93,20,-3.9,-5676.22,21
1525,0.7,25,-7.26,9,38.99,0,0.0,30,-100.0,-5658.26,22
1530,0.73,30,-78.0,8,36.0,2,2.0,30,-100.0,-5729.66,20
1535,0.69,30,-70.0,0,-2.0,28,-29.58,26,-31.83,-5903.28,22
1540,0.52,3,-27.0,30,-64.0,13,12.88,19,-2.59,-5646.17,21
1545,0.76,30,-70.0,0,-8.0,18,16.32,10,-0.02,-5539.41,16
1550,0.55,16,2.35,13,34.88,8,8.0,30,-100.0,-5625.08,27
1555,0.52,30,-92.0,22,31.64,8,8.0,26,-31.83,-5969.36,28
1560,0.78,30,-93.0,23,11.06,25,1.74,25,-23.26,-6200.85,21
1565,0.41,30,-70.0,0,9.0,14,13.78,23,-11.94,-5713.58,18
1570,0.41,30,-71.0,1,3.0,20,16.1,22,-8.36,-5787.98,35
1575,0.66,17,12.94,3,-16.0,30,-70.0,11,-0.03,-5637.52,16
1580,0.68,27,-20.05,4,33.0,1,1.0,30,-100.0,-5576.24,8
1585,0.55,28,-29.58,0,23.0,7,7.0,30,-100.0,-5623.63,27
1590,0.51,30,-77.0,7,11.0,10,9.98,14,-0.22,-5574.67,13
1595,0.46,28,-29.58,0,28.0,2,2.0,30,-100.0,-5624.34,19
1600,0.65,10,-3.02,13,37.88,5,5.0,30,-100.0,-5511.73,13
1605,0.74,30,-70.0,0,25.0,0,0.0,25,-23.26,-5526.15,14
1610,0.63,28,-41.58,12,33.93,8,8.0,30,-100.0,-5856.46,26
1615,0.78,22,12.64,1,19.0,12,11.93,30,-100.0,-5618.48,13
1620,0.55,30,-71.0,1,14.0,0,0.0,13,-0.12,-5376.99,18
1625,0.75,30,-70.0,0,23.0,0,0.0,23,-11.94,-5444.78,18
1630,0.4,30,-74.0,4,6.0,9,8.99,11,-0.03,-5507.86,22
1635,0.51,30,-70.0,0,15.0,10,9.98,25,-23.26,-5592.32,29
1640,0.44,17,-3.06,19,-8.59,30,-70.0,5,-0.0,-5735.91,29
1645,0.72,30,-81.0,11,22.97,13,12.88,25,-23.26,-5796.55,14
1650,0.58,0,-30.0,30,-77.0,11,10.97,4,-0.0,-5383.9,15
1655,0.71,30,-74.0,4,-0.0,16,15.35,12,-0.07,-5578.91,21
1660,0.71,30,-81.0,11,12.97,15,14.61,17,-1.06,-5678.17,12
1665,0.62,14,9.78,4,16.0,18,16.32,30,-100.0,-5650.09,27
1670,0.74,30,-70.0,0,12.0,9,8.99,21,-5.76,-5603.53,12
1675,0.7,16,-0.65,16,38.35,7,7.0,30,-100.0,-5719.81,24
1680,0.79,30,-76.0,6,21.0,11,10.97,26,-31.83,-5811.57,20
1685,0.77,26,-10.83,5,28.0,7,7.0,30,-100.0,-5678.57,14
1690,0.57,29,-47.25,0,30.0,0,0.0,30,-100.0,-5570.43,19
1695,0.77,30,-71.0,1,3.0,26,-5.83,28,-57.58,-5967.07,18
1700,0.76,30,-74.0,4,22.0,1,1.0,19,-2.59,-5496.41,17
1705,0.79,30,-70.0,0,10.0,20,16.1,30,-100.0,-5959.44,16
1710,0.6,30,-70.0,0,16.0,5,5.0,21,-5.76,-5543.83,20
1715,0.75,18,-3.68,20,35.1,11,10.97,30,-100.0,-5777.88,15
1720,0.55,13,11.88,1,26.0,5,5.0,30,-100.0,-5400.12,18
1725,0.42,28,-29.58,0,15.0,15,14.61,30,-100.0,-5839.69,24
1730,0.53,14,6.78,7,30.0,7,7.0,30,-100.0,-5511.94,23
1735,0.45,15,11.61,3,21.0,12,11.93,30,-100.0,-5586.21,37
1740,0.48,17,5.94,10,37.98,2,2.0,30,-100.0,-5521.25,24
1745,0.69,18,-13.68,30,-64.0,14,13.78,20,-3.9,-5906.45,21
1750,0.62,20,16.1,0,18.0,12,11.93,30,-100.0,-5606.16,17
1755,0.53,13,8.88,4,30.0,4,4.0,30,-100.0,-5489.34,11
1760,0.52,6,6.0,0,14.0,16,15.35,30,-100.0,-5483.63,35
1765,0.59,11,-19.03,30,-60.0,20,16.1,30,-100.0,-6013.02,44
1770,0.75,28,-29.58,0,30.0,0,0.0,30,-100.0,-5657.3,12
1775,0.72,30,-75.0,5,23.0,0,0.0,18,-1.68,-5489.53,14
1780,0.67,22,13.64,0,27.0,3,3.0,30,-100.0,-5464.25,8
1785,0.72,30,-71.0,1,18.0,13,12.88,30,-100.0,-5812.7,19
1790,0.53,30,-74.0,4,16.0,2,2.0,14,-0.22,-5409.78,19
1795,0.44,19,16.41,0,20.0,10,9.98,30,-100.0,-5546.79,31
1800,0.47,30,-70.0,0,27.0,0,0.0,27,-43.05,-5516.39,29
1805,0.48,21,15.24,0,5.0,25,1.74,30,-100.0,-5740.57,47
1810,0.49,30,-70.0,0,9.0,16,15.35,25,-23.26,-5717.17,15
1815,0.67,25,-4.26,6,32.0,4,4.0,30,-100.0,-5638.3,14
1820,0.7,30,-76.0,6,14.0,19,16.41,27,-43.05,-5831.18,16
1825,0.49,12,11.93,0,17.0,13,12.88,30,-100.0,-5550.08,21
1830,0.61,30,-86.0,16,8.35,25,1.74,18,-1.68,-5966.56,27
1835,0.5,18,6.32,10,26.98,13,12.88,30,-100.0,-5694.06,20
1840,0.41,28,-33.58,4,32.0,2,2.0,30,-100.0,-5679.58,35
1845,0.55,30,-70.0,0,22.0,0,0.0,22,-8.36,-5431.34,21
1850,0.79,15,-4.39,19,26.41,20,16.1,30,-100.0,-5869.17,14
1855,0.54,21,15.24,0,30.0,0,0.0,30,-100.0,-5520.98,17
1860,0.72,18,8.32,8,38.0,0,0.0,30,-100.0,-5472.75,14
1865,0.68,26,-9.83,4,21.0,13,12.88,30,-100.0,-5767.67,21
1870,0.48,15,14.61,0,25.0,5,5.0,30,-100.0,-5498.94,17
1875,0.65,26,-27.83,22,31.64,12,11.93,30,-100.0,-6033.71,22
1880,0.63,16,15.35,0,-12.0,30,-70.0,18,-1.68,-5612.33,16
1885,0.57,12,-18.07,30,-87.0,19,16.41,2,-0.0,-5626.7,22
1890,0.79,28,-29.58,0,9.0,21,15.24,30,-100.0,-5863.52,20
1895,0.67,12,3.93,8,30.0,8,8.0,30,-100.0,-5499.78,21
1900,0.46,22,12.64,1,23.0,8,8.0,30,-100.0,-5548.79,28
1905,0.75,30,-71.0,1,31.0,0,0.0,30,-100.0,-5616.43,18
1910,0.42,22,7.64,6,30.0,6,6.0,30,-100.0,-5640.36,30
1915,0.44,13,5.88,7,12.0,25,1.74,30,-100.0,-5729.9,24
1920,0.53,30,-70.0,0,17.0,13,12.88,30,-100.0,-5883.84,23
1925,0.57,8,-20.0,28,-4.58,5,5.0,30,-100.0,-5670.26,21
1930,0.54,12,2.93,9,30.99,8,8.0,30,-100.0,-5579.26,16
1935,0.73,23,6.06,5,25.0,10,9.98,30,-100.0,-5655.69,11
1940,0.43,25,-6.26,8,23.0,15,14.61,30,-100.0,-5757.52,25
1945,0.49,18,7.32,9,38.99,0,0.0,30,-100.0,-5502.02,18
1950,0.52,30,-70.0,0,22.0,6,6.0,28,-57.58,-5623.58,26
1955,0.7,21,15.24,0,29.0,1,1.0,30,-100.0,-5431.74,13
1960,0.45,30,-70.0,0,17.0,10,9.98,27,-43.05,-5654.48,20
1965,0.46,30,-78.0,8,12.0,5,5.0,9,-0.01,-5459.98,29
1970,0.76,30,-72.0,2,-0.0,12,11.93,10,-0.02,-5512.9,9
1975,0.54,28,-29.58,0,28.0,2,2.0,30,-100.0,-5568.34,28
1980,0.48,30,-70.0,0,12.0,13,12.88,25,-23.26,-5655.12,27
1985,0.67,14,2.78,11,25.97,15,14.61,30,-100.0,-5642.28,14
1990,0.44,30,-70.0,0,21.0,5,5.0,26,-31.83,-5604.25,23
1995,0.68,30,-70.0,0,16.0,2,2.0,18,-1.68,-5411.23,16
2000,0.74,22,-1.36,15,29.61,15,14.61,30,-100.0,-5799.3,24
2005,0.48,30,-70.0,0,14.0,8,8.0,22,-8.36,-5597.12,23
2010,0.47,27,-23.05,7,29.0,8,8.0,30,-100.0,-5752.99,18
2015,0.78,22,13.64,0,27.0,3,3.0,30,-100.0,-5464.25,14
2020,0.77,30,-70.0,0,26.0,4,4.0,30,-100.0,-5660.0,12
2025,0.41,30,-72.0,2,19.0,7,7.0,24,-16.78,-5614.83,20
2030,0.78,18,5.32,11,33.97,7,7.0,30,-100.0,-5589.87,14
2035,0.46,30,-70.0,0,13.0,12,11.93,25,-23.26,-5700.74,36
2040,0.65,9,5.99,3,23.0,10,9.98,30,-100.0,-5456.0,16
2045,0.79,21,15.24,0,19.0,11,10.97,30,-100.0,-5644.99,15
2050,0.5,30,-70.0,0,16.0,5,5.0,21,-5.76,-5543.83,12
2055,0.54,20,16.1,0,22.0,8,8.0,30,-100.0,-5555.62,18
2060,0.54,18,7.32,9,19.99,19,16.41,30,-100.0,-5776.82,28
2065,0.41,14,4.78,9,25.99,13,12.88,30,-100.0,-5644.54,29
2070,0.69,24,5.22,2,32.0,0,0.0,30,-100.0,-5481.84,20
2075,0.56,21,15.24,0,12.0,18,16.32,30,-100.0,-5665.6,28
2080,0.63,30,-70.0,0,17.0,11,10.97,28,-57.58,-5694.77,25
2085,0.48,26,-5.83,0,30.0,0,0.0,30,-100.0,-5606.89,22
2090,0.54,12,5.93,6,-17.0,30,-70.0,7,-0.0,-5466.96,25
2095,0.66,21,1.24,14,25.78,18,16.32,30,-100.0,-5878.61,17
2100,0.61,29,-47.25,0,23.0,7,7.0,30,-100.0,-5699.43,14
2105,0.59,0,-30.0,30,-68.0,18,16.32,20,-3.9,-5706.42,15
2110,0.67,30,-81.0,11,26.97,9,8.99,25,-23.26,-5755.78,20
2115,0.42,30,-70.0,0,14.0,16,15.35,30,-100.0,-5895.21,34
2120,0.77,23,7.06,4,22.0,12,11.93,30,-100.0,-5694.16,15
2125,0.63,5,-3.0,8,24.0,14,13.78,30,-100.0,-5517.57,22
2130,0.64,30,-70.0,0,26.0,3,3.0,29,-76.25,-5663.43,17
2135,0.51,30,-70.0,0,19.0,0,0.0,19,-2.59,-5434.59,19
2140,0.73,20,16.1,0,27.0,3,3.0,30,-100.0,-5493.75,10
2145,0.76,29,-65.25,18,40.32,6,6.0,30,-100.0,-5873.41,19
2150,0.53,25,-4.26,6,36.0,0,0.0,30,-100.0,-5544.68,23
2155,0.63,30,-87.0,17,9.94,27,-16.05,21,-5.76,-6023.76,21
2160,0.79,25,1.74,0,19.0,11,10.97,30,-100.0,-5626.48,14
2165,0.55,14,10.78,3,-12.0,30,-70.0,15,-0.39,-5557.8,24
2170,0.53,20,9.1,7,36.0,1,1.0,30,-100.0,-5569.62,17
2175,0.52,30,-97.0,27,-20.05,20,16.1,16,-0.65,-6089.81,32
2180,0.64,19,16.41,0,9.0,21,15.24,30,-100.0,-5687.02,13
2185,0.48,10,9.98,0,30.0,0,0.0,30,-100.0,-5393.0,34
2190,0.65,24,7.22,0,29.0,1,1.0,30,-100.0,-5518.67,13
2195,0.66,25,-13.26,15,23.61,21,15.24,30,-100.0,-6004.11,19
2200,0.6,30,-70.0,0,17.0,12,11.93,29,-76.25,-5775.57,28
2205,0.74,30,-72.0,2,27.0,4,4.0,29,-76.25,-5705.29,12
2210,0.52,19,4.41,12,25.93,16,15.35,30,-100.0,-5827.92,28
2215,0.46,22,6.64,7,17.0,20,16.1,30,-100.0,-5802.43,37
2220,0.74,25,1.74,0,19.0,11,10.97,30,-100.0,-5604.48,22
2225,0.55,30,-85.0,15,22.61,4,4.0,12,-0.07,-5610.82,29
2230,0.67,24,-4.78,12,27.93,14,13.78,30,-100.0,-5830.54,22
2235,0.67,8,-6.0,14,-12.22,30,-70.0,4,-0.0,-5543.29,16
2240,0.68,9,8.99,0,25.0,5,5.0,30,-100.0,-5352.87,16
2245,0.5,28,-32.58,3,28.0,5,5.0,30,-100.0,-5701.77,44
2250,0.54,30,-74.0,4,-0.0,12,11.93,8,-0.0,-5458.89,21
2255,0.64,30,-78.0,8,4.0,19,16.41,15,-0.39,-5706.92,15
2260,0.75,14,13.78,0,16.0,14,13.78,30,-100.0,-5526.16,16
2265,0.47,8,1.0,7,23.0,14,13.78,30,-100.0,-5517.42,43
2270,0.65,30,-84.0,14,13.78,30,-70.0,30,-100.0,-6300.6,21
2275,0.62,30,-72.0,2,22.0,3,3.0,23,-11.94,-5556.65,13
2280,0.6,24,7.22,0,22.0,8,8.0,30,-100.0,-5594.97,16
2285,0.65,7,-9.0,16,40.35,5,5.0,30,-100.0,-5514.72,10
2290,0.42,13,12.88,0,30.0,0,0.0,30,-100.0,-5399.09,24
2295,0.8,30,-70.0,0,24.0,0,0.0,24,-16.78,-5459.59,9
2300,0.72,30,-70.0,0,30.0,0,0.0,30,-100.0,-5664.76,15
2305,0.5,30,-71.0,1,-0.0,25,1.74,24,-16.78,-5801.58,33
2310,0.52,27,-19.05,3,29.0,4,4.0,30,-100.0,-5704.05,20
2315,0.51,19,16.41,0,16.0,14,13.78,30,-100.0,-5651.86,21
2320,0.55,8,-15.0,23,27.06,14,13.78,30,-100.0,-5681.75,35
2325,0.58,2,-28.0,30,-65.0,15,14.61,20,-3.9,-5570.81,26
2330,0.65,30,-70.0,0,25.0,5,5.0,30,-100.0,-5724.05,18
2335,0.42,30,-80.0,10,-1.02,24,7.22,13,-0.12,-5837.57,23
2340,0.64,30,-70.0,0,24.0,6,6.0,30,-100.0,-5724.19,17
2345,0.46,20,16.1,0,22.0,8,8.0,30,-100.0,-5511.62,22
2350,0.43,16,15.35,0,29.0,1,1.0,30,-100.0,-5468.87,26
2355,0.59,30,-70.0,0,3.0,16,15.35,19,-2.59,-5638.29,19
2360,0.51,30,-70.0,0,3.0,18,16.32,21,-5.76,-5665.6,35
2365,0.54,30,-70.0,0,9.0,16,15.35,25,-23.26,-5699.17,20
2370,0.41,30,-79.0,9,-8.01,20,16.1,3,-0.0,-5585.1,32
2375,0.62,19,2.41,14,41.78,2,2.0,30,-100.0,-5665.64,15
2380,0.44,15,10.61,4,34.0,0,0.0,30,-100.0,-5420.39,22
2385,0.72,30,-75.0,5,-14.0,24,7.22,5,-0.0,-5565.78,10
2390,0.49,30,-80.0,10,2.98,19,16.41,12,-0.07,-5736.91,25
2395,0.68,3,1.0,2,18.0,14,13.78,30,-100.0,-5438.22,20
2400,0.63,21,15.24,0,21.0,9,8.99,30,-100.0,-5561.53,13
2405,0.68,30,-99.0,29,-33.25,12,11.93,26,-31.83,-6101.65,28
2410,0.56,6,-22.0,28,0.42,0,0.0,30,-100.0,-5692.0,14
2415,0.49,13,-13.12,26,-29.83,30,-70.0,6,-0.0,-5796.47,24
2420,0.68,30,-70.0,0,4.0,10,9.98,14,-0.22,-5481.06,12
2425,0.62,25,-17.26,19,39.41,7,7.0,30,-100.0,-5811.26,21
2430,0.76,30,-71.0,1,-1.0,24,7.22,22,-8.36,-5796.81,14
2435,0.74,27,-16.05,0,23.0,7,7.0,30,-100.0,-5666.05,11
2440,0.68,30,-75.0,5,17.0,18,16.32,30,-100.0,-5967.85,16
2445,0.8,30,-78.0,8,28.0,9,8.99,29,-76.25,-5853.8,12
2450,0.5,27,-16.05,0,30.0,0,0.0,30,-100.0,-5570.39,17
2455,0.78,30,-84.0,14,13.78,21,15.24,21,-5.76,-5918.06,18
2460,0.51,29,-49.25,2,8.0,24,7.22,30,-100.0,-5971.68,31
